CNPJ;Nome;UF do sancionado;Motivo do impedimento;Órgão;Nº do Convênio
72.689.094/0001-69;COOPERATIVA AGRICOLA MISTA DOS PRODUTORES DA REGIAO DE JALES;SP;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;134906
11.380.534/0001-07;COOPERATIVA CENTRAL DE LOGISTICA E APOIO A NATUREZA - COOPCLEAN;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Saúde - Unidades com vínculo direto;752859
03.198.714/0001-44;COOPERATIVA DE TRABALHO DE ASSESSORIA TECNICA E EXTENSAO RURAL, COATER;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Economia - Unidades com vínculo direto;577810
03.309.269/0001-42;COOPERATIVA DE TRABALHO, CONSULTORIA,  PROJETOS E SERVICOS EM SUSTENTABILIDADE;RJ;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;743870
73.514.044/0001-03;CRIOLA;RJ;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Cidadania - Unidades com vínculo direto;517346
07.216.755/0001-77;DIADEMA - POLO BRASILEIRO DO COSMETICO;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;570435
54.488.986/0001-10;ECO ASSOCIACAO PARA ESTUDOS DO AMBIENTE;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;725791
54.488.986/0001-10;ECO ASSOCIACAO PARA ESTUDOS DO AMBIENTE;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;743985
02.560.870/0001-40;ECOM - ECOLOGIA & COMUNICACAO;SP;DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93;Ministério do Meio Ambiente - Unidades com vínculo direto;423849
02.560.870/0001-40;ECOM - ECOLOGIA & COMUNICACAO;SP;DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93;Ministério do Meio Ambiente - Unidades com vínculo direto;430460
04.401.368/0001-12;ECONG-ORGANIZACAO NAO GOV. DE DEFESA AO MEIO AMBIENTE E PATR. CULTURAL;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;550861
02.809.008/0001-29;ECONOMIA & ENERGIA - E & E;RJ;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;537162
04.519.745/0001-12;ERA 2000 - EDUCACAO REINTEGRACAO E APOIO;RJ;APRESENTOU DOCUMENTACAO COMPLEMENTAR;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;748779
04.519.745/0001-12;ERA 2000 - EDUCACAO REINTEGRACAO E APOIO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;774486
04.028.147/0001-40;ESCOLA COMUNITARIA SUELY MARQUES;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;574743
30.124.283/0001-44;ESCOLA LACANIANA DE PSICANALISE - RJ;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;396160
30.124.283/0001-44;ESCOLA LACANIANA DE PSICANALISE - RJ;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;372789
01.522.070/0001-72;ESCOLA SINDICAL SAO PAULO-CUT;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;522240
40.168.213/0001-41;ESPACO FLOR DO AMANHA;RJ;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Economia - Unidades com vínculo direto;-1
02.995.655/0001-72;ESTRELA ENTIDADE SOCIAL DE TRABALHO, REABILITACAO, EDUCACAO, LAZER E ASSISTENCIA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;805513
02.112.875/0001-00;FANCINE - CENTRO DE CULTURA E DIFUSAO AUDIOVISUAL;RJ;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;622999
44.075.687/0001-08;FEDERACAO BRASILEIRA DE ASSOCIACOES DE BIBLIOTECARIOS, CIENTISTAS DA INFORMACAO E INSTITUICOES;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;323922
03.073.080/0001-01;FEDERACAO DAS ASSOCIACOES COMUNITARIAS DO ESTADO DE SAO PAULO;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;588382
03.073.080/0001-01;FEDERACAO DAS ASSOCIACOES COMUNITARIAS DO ESTADO DE SAO PAULO;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;513082
03.073.080/0001-01;FEDERACAO DAS ASSOCIACOES COMUNITARIAS DO ESTADO DE SAO PAULO;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;571453
03.073.080/0001-01;FEDERACAO DAS ASSOCIACOES COMUNITARIAS DO ESTADO DE SAO PAULO;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;554844
03.073.080/0001-01;FEDERACAO DAS ASSOCIACOES COMUNITARIAS DO ESTADO DE SAO PAULO;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;554589
03.073.080/0001-01;FEDERACAO DAS ASSOCIACOES COMUNITARIAS DO ESTADO DE SAO PAULO;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;554882
08.434.616/0001-82;FEDERACAO DAS ASSOCIACOES DE ASSENTADOS E AGRICULTORES FAMILIARES DO OESTE PAULISTA;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;594389
02.787.037/0001-37;FEDERACAO DE CAPOEIRA DESPORTIVA DO ESTADO DO RIO DE JANEIRO;RJ;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;576561
07.471.844/0001-60;FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DE SAO PAULO;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;563183
07.471.844/0001-60;FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DE SAO PAULO;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;748694
04.203.456/0001-00;FEDERACAO DE DANCA DO ESTADO DE SAO PAULO;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;611216
04.203.456/0001-00;FEDERACAO DE DANCA DO ESTADO DE SAO PAULO;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;550856
34.024.257/0001-03;FEDERACAO DE JUDO DO ESTADO DO RIO JANEIRO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;755940
30.144.125/0001-56;FEDERACAO DOS TRABALHADORES E TRABALHADORAS ASSALARIADOS RURAIS DO ESTADO DO RIO DE JANEIRO;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;487065
05.018.837/0001-81;FEDERACAO PAULISTA DE BEACH SOCCER;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;513588
03.299.845/0001-18;FISAB-FUNDO DAS INSTITUICOES SOCIAIS DE AMERICO BRASILIENSE;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;594250
51.109.635/0001-62;FLORA TIETE ASSOCIACAO DE RECUPERACAO FLORESTAL;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;118784
65.524.944/0001-03;FORCA SINDICAL;SP;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério da Economia - Unidades com vínculo direto;522036
65.524.944/0001-03;FORCA SINDICAL;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Economia - Unidades com vínculo direto;412781
65.524.944/0001-03;FORCA SINDICAL;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Economia - Unidades com vínculo direto;388151
01.867.129/0001-64;FUNDACAO ATAPESP DE TECNOLOGIA AVANCADA DE ESTIVAGEM;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;469147
31.165.384/0001-26;FUNDACAO BIO-RIO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;590631
31.165.384/0001-26;FUNDACAO BIO-RIO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;579913
31.165.384/0001-26;FUNDACAO BIO-RIO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;513711
05.305.999/0001-09;FUNDACAO BRASIL LATINA;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;618949
34.042.739/0001-88;FUNDACAO BRASILEIRA PARA A CONSERVACAO DA NATUREZA;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;-1
34.042.739/0001-88;FUNDACAO BRASILEIRA PARA A CONSERVACAO DA NATUREZA;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;317043
28.991.321/0001-14;FUNDACAO CENTRO DE DEF DOS DIR HUMANOS BENTO RUBIAO-FBR;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;717488
39.353.784/0001-77;FUNDACAO CULTURAL E ECOLOGICA ANJOS DO ASFALTO;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;-1
06.265.414/0001-29;FUNDACAO DE APOIO A UNIVERSIDADE DO RIO DE JANEIRO - UNIRIO - FURJ;RJ;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Educação - Unidades com vínculo direto;569763
03.964.328/0001-16;FUNDACAO DE APOIO AO CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE QUIMICA DE NILOPOLIS RJ FUNCEFETEQ;RJ;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;523311
03.964.328/0001-16;FUNDACAO DE APOIO AO CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE QUIMICA DE NILOPOLIS RJ FUNCEFETEQ;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;564622
50.786.714/0001-45;FUNDACAO DE ESTUDOS E PESQUISAS AGRICOLAS E FLORESTAIS;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;565543
50.786.714/0001-45;FUNDACAO DE ESTUDOS E PESQUISAS AGRICOLAS E FLORESTAIS;SP;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;639998
61.379.657/0001-04;FUNDACAO DE ESTUDOS E PESQUISAS AQUATICAS - FUNDESPA;SP;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;571348
54.131.545/0001-66;FUNDACAO ECONOMIA DE CAMPINAS;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;428358
28.754.117/0001-80;FUNDACAO EDUCACIONAL DE DUQUE DE CAXIAS;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;524547
28.754.117/0001-80;FUNDACAO EDUCACIONAL DE DUQUE DE CAXIAS;RJ;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;603404
28.754.117/0001-80;FUNDACAO EDUCACIONAL DE DUQUE DE CAXIAS;RJ;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;576360
28.754.117/0001-80;FUNDACAO EDUCACIONAL DE DUQUE DE CAXIAS;RJ;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;542677
04.852.420/0001-57;FUNDACAO FAZENDO O FUTURO;RJ;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;507324
01.318.855/0001-28;FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;511866
01.318.855/0001-28;FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;298616
01.318.855/0001-28;FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;661814
01.318.855/0001-28;FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;509662
01.318.855/0001-28;FUNDACAO INTERUNIVERSITARIA DE EST E PESQ SB O TRABALHO;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;732239
59.388.447/0001-22;FUNDACAO JOSE E PAULINA NEMIROVSKY;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;746675
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;591329
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;576374
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;575659
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;513553
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;488091
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;483738
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;424838
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;418303
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;597589
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;581810
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;557858
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;507616
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;509317
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;435511
03.308.866/0001-52;FUNDACAO JOSE PELUCIO FERREIRA;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Economia - Unidades com vínculo direto;577913
05.534.041/0002-62;FUNDACAO MARIA FERNANDES DOS SANTOS;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;552434
05.534.041/0002-62;FUNDACAO MARIA FERNANDES DOS SANTOS;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;618478
05.534.041/0002-62;FUNDACAO MARIA FERNANDES DOS SANTOS;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;552433
05.534.041/0002-62;FUNDACAO MARIA FERNANDES DOS SANTOS;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;592004
02.517.190/0001-44;FUNDACAO NACIONAL DO MEIO AMBIENTE DR ERNESTO PEREIRA LOPES;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;539527
04.367.002/0001-74;FUNDACAO NATUREZA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;710612
00.829.563/0001-97;FUNDACAO OSCAR RUDGE;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;704578
28.019.214/0001-29;FUNDACAO PADRE LEONEL FRANCA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;388893
28.019.214/0001-29;FUNDACAO PADRE LEONEL FRANCA;RJ;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;399296
00.878.857/0001-09;FUNDACAO PARA O DESENVOLVIMENTO SOCIAL E INSTITUCIONAL;RJ;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;368207
00.878.857/0001-09;FUNDACAO PARA O DESENVOLVIMENTO SOCIAL E INSTITUCIONAL;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;402524
65.049.256/0001-39;FUNDACAO POLO TECNOLOGICO DE S.J.DOS CAMPOS E V. PARAIB;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;341589
05.239.394/0001-59;FUNDACAO PRIMEIRA DE SAO VICENTE PARA O DESENVOLVIMENTO CULTURAL, CIENTIFICO E DE PRESTACAO DE SERVICOS;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;543276
05.320.172/0001-66;FUNDACAO PRO-CEFET/RJ;RJ;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;577348
64.920.648/0001-69;FUNDACAO RENASCER;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;488304
02.519.717/0001-70;FUNDACAO RICARDO FRANCO;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Defesa - Unidades com vínculo direto;652994
03.802.620/0001-32;FUNDACAO UNIESP DE TELEDUCACAO;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Economia - Unidades com vínculo direto;622212
04.862.858/0001-16;FUNDO DAS INSTITUICOES SOCIAIS ASSOCIADAS DE VOTUPORANGA;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704294
02.964.870/0001-06;GREMIO RECREATIVO CULTURAL E CARNAVALESCO BANDA REDONDA;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Turismo - Unidades com vínculo direto;623204
43.156.728/0001-10;GREMIO RECREATIVO CULTURAL SOCIAL ESCOLA DE SAMBA UNIDOS DE VILA MARIA;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Cidadania - Unidades com vínculo direto;524713
50.266.212/0001-93;GREMIO RECREATIVO E CULTURAL BLOCO CARNAVALESCO MOCIDADE INDEPENDENTE DA ZONA LESTE;SP;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Cidadania - Unidades com vínculo direto;522914
30.121.859/0001-10;GREMIO RECREATIVO ESCOLA DE SAMBA ACADEMICOS DA ROCINHA;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;629047
30.121.859/0001-10;GREMIO RECREATIVO ESCOLA DE SAMBA ACADEMICOS DA ROCINHA;RJ;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;590433
42.255.075/0001-63;GREMIO RECREATIVO ESCOLA DE SAMBA PORTELA;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;534351
02.632.165/0001-01;GRUHBAS PROJETOS EDUCACIONAIS E CULTURAIS;SP;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Educação - Unidades com vínculo direto;564123
05.334.943/0001-74;GTS-GESTAO DE TECNOLOGIA SOCIAL;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;487290
29.237.088/0001-41;HOSPITAL ANTONIO CASTRO;RJ;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;290957
29.856.499/0001-15;HOSPITAL DE MIRACEMA;RJ;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Saúde - Unidades com vínculo direto;510458
53.524.575/0001-70;HOSPITAL E MATERNIDADE DA IRMANDADE DA S CASA M IRAPURU;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;386833
03.568.047/0001-44;IBRAE - INSTITUTO BRASILEIRO DO EMPREENDEDOR;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;701449
02.328.605/0001-31;INDEP - INSTITUTO NACIONAL DE DESENVOLVIMENTO ESTUDOS E PROJETOS;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Economia - Unidades com vínculo direto;402939
02.328.605/0001-31;INDEP - INSTITUTO NACIONAL DE DESENVOLVIMENTO ESTUDOS E PROJETOS;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Economia - Unidades com vínculo direto;424028
58.978.735/0001-74;INST DE ORIENTACAO COMUNIT E ASSISTENCIA RURAL INOCAR;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;565540
73.686.370/0001-06;INSTITUICAO ADV DE EDUC E ASSIST SOCIAL ESTE BRASILEIRA;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;519013
69.100.550/0001-89;INSTITUICAO FILANTROPICA E EDUC. PARABOLA;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;507760
69.100.550/0001-89;INSTITUICAO FILANTROPICA E EDUC. PARABOLA;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;520879
69.100.550/0001-89;INSTITUICAO FILANTROPICA E EDUC. PARABOLA;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;507761
05.618.231/0001-87;INSTITUTO ACACIA CENTRO DE ESTUDOS, PESQUISAS, ASSESSORIA E ACAO SOCIAL;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;702750
05.618.231/0001-87;INSTITUTO ACACIA CENTRO DE ESTUDOS, PESQUISAS, ASSESSORIA E ACAO SOCIAL;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;728155
43.586.056/0003-44;INSTITUTO ADVENTISTA DE ENSINO;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;760553
05.778.821/0001-77;INSTITUTO AMOR PELA VIDA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;552173
05.778.821/0001-77;INSTITUTO AMOR PELA VIDA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;552135
03.918.829/0001-66;INSTITUTO ARTE SUSTENTO -- PLANEJAMENTO SOCIO ARTISTICO CULTURAL;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;523559
03.918.829/0001-66;INSTITUTO ARTE SUSTENTO -- PLANEJAMENTO SOCIO ARTISTICO CULTURAL;SP;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;520499
